State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield_calc,StateCrop_Yield,Crop_Yield,State_Yield,Yield_filled,StateCrop_ProdMed,Crop_ProdMed,Soil_N,Soil_P,Soil_K,Soil_pH,Fertilizer_avg,Rain_JAN,Rain_FEB,Rain_MAR,Rain_APR,Rain_MAY,Rain_JUN,Rain_JUL,Rain_AUG,Rain_SEP,Rain_OCT,Rain_NOV,Rain_DEC,Rain_ANNUAL,Rain_JF,Rain_MAM,Rain_JJAS,Rain_OND,Temp_Annual_Min,Temp_Annual_Max
Maharashtra,AURANGABAD,1997,Kharif     ,Arhar/Tur,37100,3700,0.099730458,0.621297089,0.797442842,4.367612637,0.099730458,9300,878,69.52290026,20.70819361,17.80626803,6.469480065,95702952,7.7,1.1,8.3,14.3,8,75.8,131,121.1,163.4,106.8,98.6,54.3,790.5,8.8,30.6,491.3,259.8,20.26,30.45
Maharashtra,AURANGABAD,1997,Kharif     ,Bajra,130800,103400,0.790519878,0.668019058,1.173871632,4.367612637,0.790519878,7550,1649,69.52290026,20.70819361,17.80626803,6.469480065,159048104,7.7,1.1,8.3,14.3,8,75.8,131,121.1,163.4,106.8,98.6,54.3,790.5,8.8,30.6,491.3,259.8,20.26,30.45
Maharashtra,AURANGABAD,1997,Kharif     ,Gram,41100,14600,0.355231144,0.667090106,0.830302529,4.367612637,0.355231144,17350,1167,69.52290026,20.70819361,17.80626803,6.469480065,68246407,7.7,1.1,8.3,14.3,8,75.8,131,121.1,163.4,106.8,98.6,54.3,790.5,8.8,30.6,491.3,259.8,20.26,30.45
Maharashtra,AURANGABAD,1997,Kharif     ,Jowar,27700,34100,1.231046931,0.97931996,1.048582467,4.367612637,1.231046931,28200,2000,69.52290026,20.70819361,17.80626803,6.469480065,191596244,7.7,1.1,8.3,14.3,8,75.8,131,121.1,163.4,106.8,98.6,54.3,790.5,8.8,30.6,491.3,259.8,20.26,30.45
Maharashtra,AURANGABAD,1997,Kharif     ,Maize,39800,39800,1,8.318274898,2.632769546,4.367612637,1,1800,2280,69.52290026,20.70819361,17.80626803,6.469480065,17853892,7.7,1.1,8.3,14.3,8,75.8,131,121.1,163.4,106.8,98.6,54.3,790.5,8.8,30.6,491.3,259.8,20.26,30.45
Maharashtra,AURANGABAD,1997,Kharif     ,Moong(Green Gram),10700,2200,0.205607477,0.515480638,0.452434518,4.367612637,0.205607477,2700,129.75,69.52290026,20.70819361,17.80626803,6.469480065,58253557,7.7,1.1,8.3,14.3,8,75.8,131,121.1,163.4,106.8,98.6,54.3,790.5,8.8,30.6,491.3,259.8,20.26,30.45
Maharashtra,AURANGABAD,1997,Kharif     ,Pulses total,680,141,0.207352941,0.352246926,0.666938786,4.367612637,0.207352941,141,860,69.52290026,20.70819361,17.80626803,6.469480065,80048438.7,7.7,1.1,8.3,14.3,8,75.8,131,121.1,163.4,106.8,98.6,54.3,790.5,8.8,30.6,491.3,259.8,20.26,30.45
Maharashtra,AURANGABAD,1997,Kharif     ,Rice,1100,1200,1.090909091,1.759605498,1.995013791,4.367612637,1.090909091,7300,30519,69.52290026,20.70819361,17.80626803,6.469480065,127432630,7.7,1.1,8.3,14.3,8,75.8,131,121.1,163.4,106.8,98.6,54.3,790.5,8.8,30.6,491.3,259.8,20.26,30.45
Maharashtra,AURANGABAD,1997,Kharif     ,Total foodgrain,2682,1931,0.719985086,0.988015719,1.537317698,4.367612637,0.719985086,2249,56385.5,69.52290026,20.70819361,17.80626803,6.469480065,80048438.7,7.7,1.1,8.3,14.3,8,75.8,131,121.1,163.4,106.8,98.6,54.3,790.5,8.8,30.6,491.3,259.8,20.26,30.45
Maharashtra,AURANGABAD,1997,Kharif     ,Urad,6400,3900,0.609375,0.556907238,0.493911727,4.367612637,0.609375,2750,366,69.52290026,20.70819361,17.80626803,6.469480065,50002318,7.7,1.1,8.3,14.3,8,75.8,131,121.1,163.4,106.8,98.6,54.3,790.5,8.8,30.6,491.3,259.8,20.26,30.45
Maharashtra,AURANGABAD,1997,Rabi       ,Jowar,213400,112600,0.52764761,0.97931996,1.048582467,4.367612637,0.52764761,28200,2000,69.52290026,20.70819361,17.80626803,6.469480065,331857790,7.7,1.1,8.3,14.3,8,75.8,131,121.1,163.4,106.8,98.6,54.3,790.5,8.8,30.6,491.3,259.8,20.26,30.45
Maharashtra,AURANGABAD,1997,Rabi       ,Maize,2100,3300,1.571428571,8.318274898,2.632769546,4.367612637,1.571428571,1800,2280,69.52290026,20.70819361,17.80626803,6.469480065,4358786,7.7,1.1,8.3,14.3,8,75.8,131,121.1,163.4,106.8,98.6,54.3,790.5,8.8,30.6,491.3,259.8,20.26,30.45
Maharashtra,AURANGABAD,1997,Rabi       ,Wheat,31800,28800,0.905660377,1.369740001,2.092278562,4.367612637,0.905660377,34900,58988,69.52290026,20.70819361,17.80626803,6.469480065,71120541,7.7,1.1,8.3,14.3,8,75.8,131,121.1,163.4,106.8,98.6,54.3,790.5,8.8,30.6,491.3,259.8,20.26,30.45
Maharashtra,AURANGABAD,1997,Summer     ,Maize,200,300,1.5,8.318274898,2.632769546,4.367612637,1.5,1800,2280,69.52290026,20.70819361,17.80626803,6.469480065,713775,7.7,1.1,8.3,14.3,8,75.8,131,121.1,163.4,106.8,98.6,54.3,790.5,8.8,30.6,491.3,259.8,20.26,30.45
Maharashtra,AURANGABAD,1997,Whole Year ,Cotton(lint),1397,82000,58.6972083,6.070833498,2.063290356,4.367612637,58.6972083,86800,3000,69.52290026,20.70819361,17.80626803,6.469480065,2978059.64,7.7,1.1,8.3,14.3,8,75.8,131,121.1,163.4,106.8,98.6,54.3,790.5,8.8,30.6,491.3,259.8,20.26,30.45
Maharashtra,AURANGABAD,1998,Kharif     ,Arhar/Tur,40800,24400,0.598039216,0.621297089,0.797442842,4.367612637,0.598039216,9300,878,69.52290026,20.70819361,17.80626803,6.469480065,99461960,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Kharif     ,Bajra,131000,116600,0.890076336,0.668019058,1.173871632,4.367612637,0.890076336,7550,1649,69.52290026,20.70819361,17.80626803,6.469480065,173858360,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Kharif     ,Castor seed,100,37.08050971,,0.370805097,0.694474838,4.367612637,0.370805097,100,54,69.52290026,20.70819361,17.80626803,6.469480065,997880,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Kharif     ,Cotton(lint),152600,148300,0.971821756,6.070833498,2.063290356,4.367612637,0.971821756,86800,3000,69.52290026,20.70819361,17.80626803,6.469480065,316071080,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Kharif     ,Groundnut,11400,7100,0.622807018,1.107158686,1.195073612,4.367612637,0.622807018,2000,929.5,69.52290026,20.70819361,17.80626803,6.469480065,40280760,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Kharif     ,Jowar,28100,40000,1.423487544,0.97931996,1.048582467,4.367612637,1.423487544,28200,2000,69.52290026,20.70819361,17.80626803,6.469480065,193144120,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Kharif     ,Maize,41700,90400,2.167865707,8.318274898,2.632769546,4.367612637,2.167865707,1800,2280,69.52290026,20.70819361,17.80626803,6.469480065,19799520,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Kharif     ,Moong(Green Gram),13500,7100,0.525925926,0.515480638,0.452434518,4.367612637,0.525925926,2700,129.75,69.52290026,20.70819361,17.80626803,6.469480065,64131080,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Kharif     ,Niger seed,400,100,0.25,0.305806403,0.385643572,4.367612637,0.25,300,156,69.52290026,20.70819361,17.80626803,6.469480065,6767800,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Kharif     ,Other Cereals & Millets,24100,14200,0.589211618,0.641057898,0.837008511,4.367612637,0.589211618,500,300,69.52290026,20.70819361,17.80626803,6.469480065,75053420,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Kharif     ,Other Kharif pulses,12800,5300,0.4140625,0.350248544,0.501818458,4.367612637,0.4140625,600,200,69.52290026,20.70819361,17.80626803,6.469480065,27298440,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Kharif     ,Rice,1200,600,0.5,1.759605498,1.995013791,4.367612637,0.5,7300,30519,69.52290026,20.70819361,17.80626803,6.469480065,142835160,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Kharif     ,Sesamum,5900,1500,0.254237288,0.331409078,0.459043106,4.367612637,0.254237288,200,161.1,69.52290026,20.70819361,17.80626803,6.469480065,12913160,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Kharif     ,Soyabean,3400,2100,0.617647059,1.282852858,1.048275962,4.367612637,0.617647059,41000,1219,69.52290026,20.70819361,17.80626803,6.469480065,104263640,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Kharif     ,Sugarcane,15800,333000,21.07594937,71.06710838,195.0033975,4.367612637,21.07594937,748050,35918,69.52290026,20.70819361,17.80626803,6.469480065,52344240,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Kharif     ,Sunflower,9000,3700,0.411111111,0.617580565,0.944233258,4.367612637,0.411111111,410,180,69.52290026,20.70819361,17.80626803,6.469480065,16578640,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Kharif     ,Urad,7200,3800,0.527777778,0.556907238,0.493911727,4.367612637,0.527777778,2750,366,69.52290026,20.70819361,17.80626803,6.469480065,52512200,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Rabi       ,Gram,48300,28200,0.583850932,0.667090106,0.830302529,4.367612637,0.583850932,17350,1167,69.52290026,20.70819361,17.80626803,6.469480065,89334960,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Rabi       ,Jowar,171000,113700,0.664912281,0.97931996,1.048582467,4.367612637,0.664912281,28200,2000,69.52290026,20.70819361,17.80626803,6.469480065,278635760,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Rabi       ,Linseed,4900,2100,0.428571429,0.298202883,0.521592271,4.367612637,0.428571429,300,146,69.52290026,20.70819361,17.80626803,6.469480065,10275200,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Rabi       ,Maize,2800,4500,1.607142857,8.318274898,2.632769546,4.367612637,1.607142857,1800,2280,69.52290026,20.70819361,17.80626803,6.469480065,5809440,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Rabi       ,Rapeseed &Mustard,700,100,0.142857143,0.368766997,0.770264534,4.367612637,0.142857143,100,1175,69.52290026,20.70819361,17.80626803,6.469480065,1225120,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Rabi       ,Safflower,23800,12600,0.529411765,0.563841009,0.543941794,4.367612637,0.529411765,2200,85,69.52290026,20.70819361,17.80626803,6.469480065,31744440,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Rabi       ,Sunflower,8900,4300,0.483146067,0.617580565,0.944233258,4.367612637,0.483146067,410,180,69.52290026,20.70819361,17.80626803,6.469480065,25480520,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Rabi       ,Wheat,51000,71700,1.405882353,1.369740001,2.092278562,4.367612637,1.405882353,34900,58988,69.52290026,20.70819361,17.80626803,6.469480065,100331400,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Summer     ,Groundnut,900,1000,1.111111111,1.107158686,1.195073612,4.367612637,1.111111111,2000,929.5,69.52290026,20.70819361,17.80626803,6.469480065,13318240,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Summer     ,Maize,300,400,1.333333333,8.318274898,2.632769546,4.367612637,1.333333333,1800,2280,69.52290026,20.70819361,17.80626803,6.469480065,1076920,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1998,Summer     ,Sunflower,300,200,0.666666667,0.617580565,0.944233258,4.367612637,0.666666667,410,180,69.52290026,20.70819361,17.80626803,6.469480065,1501760,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0,1126.7,0.5,13.8,930.5,181.9,20.66,30.78
Maharashtra,AURANGABAD,1999,Kharif     ,Arhar/Tur,42300,17600,0.41607565,0.621297089,0.797442842,4.367612637,0.41607565,9300,878,69.52290026,20.70819361,17.80626803,6.469480065,110470717,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Kharif     ,Bajra,138600,123300,0.88961039,0.668019058,1.173871632,4.367612637,0.88961039,7550,1649,69.52290026,20.70819361,17.80626803,6.469480065,182617891,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Kharif     ,Castor seed,400,100,0.25,0.370805097,0.694474838,4.367612637,0.25,100,54,69.52290026,20.70819361,17.80626803,6.469480065,1167430,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Kharif     ,Cotton(lint),159500,113200,0.709717868,6.070833498,2.063290356,4.367612637,0.709717868,86800,3000,69.52290026,20.70819361,17.80626803,6.469480065,345336407,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Kharif     ,Groundnut,11600,6500,0.560344828,1.107158686,1.195073612,4.367612637,0.560344828,2000,929.5,69.52290026,20.70819361,17.80626803,6.469480065,43141845,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Kharif     ,Jowar,28000,36100,1.289285714,0.97931996,1.048582467,4.367612637,1.289285714,28200,2000,69.52290026,20.70819361,17.80626803,6.469480065,199704821,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Kharif     ,Maize,43800,75000,1.712328767,8.318274898,2.632769546,4.367612637,1.712328767,1800,2280,69.52290026,20.70819361,17.80626803,6.469480065,20575316.97,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Kharif     ,Moong(Green Gram),13200,4600,0.348484848,0.515480638,0.452434518,4.367612637,0.348484848,2700,129.75,69.52290026,20.70819361,17.80626803,6.469480065,65789987,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Kharif     ,Niger seed,600,200,0.333333333,0.305806403,0.385643572,4.367612637,0.333333333,300,156,69.52290026,20.70819361,17.80626803,6.469480065,7078871,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Kharif     ,Other Kharif pulses,11300,3800,0.336283186,0.350248544,0.501818458,4.367612637,0.336283186,600,200,69.52290026,20.70819361,17.80626803,6.469480065,28962877,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Kharif     ,Rice,900,400,0.444444444,1.759605498,1.995013791,4.367612637,0.444444444,7300,30519,69.52290026,20.70819361,17.80626803,6.469480065,154642023,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Kharif     ,Sesamum,6000,1900,0.316666667,0.331409078,0.459043106,4.367612637,0.316666667,200,161.1,69.52290026,20.70819361,17.80626803,6.469480065,13075216,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Kharif     ,Small millets,2800,2000,0.714285714,0.569033535,0.65997565,4.367612637,0.714285714,400,211.5,69.52290026,20.70819361,17.80626803,6.469480065,9838251,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Kharif     ,Soyabean,3300,5700,1.727272727,1.282852858,1.048275962,4.367612637,1.727272727,41000,1219,69.52290026,20.70819361,17.80626803,6.469480065,123492868,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Kharif     ,Sunflower,8200,3600,0.43902439,0.617580565,0.944233258,4.367612637,0.43902439,410,180,69.52290026,20.70819361,17.80626803,6.469480065,15505593,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Kharif     ,Urad,7600,5100,0.671052632,0.556907238,0.493911727,4.367612637,0.671052632,2750,366,69.52290026,20.70819361,17.80626803,6.469480065,58265370,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Rabi       ,Gram,48700,26400,0.542094456,0.667090106,0.830302529,4.367612637,0.542094456,17350,1167,69.52290026,20.70819361,17.80626803,6.469480065,97639600,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Rabi       ,Jowar,184600,146600,0.794149512,0.97931996,1.048582467,4.367612637,0.794149512,28200,2000,69.52290026,20.70819361,17.80626803,6.469480065,343510971,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Rabi       ,Linseed,5300,1200,0.226415094,0.298202883,0.521592271,4.367612637,0.226415094,300,146,69.52290026,20.70819361,17.80626803,6.469480065,10379514,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Rabi       ,Maize,2900,4600,1.586206897,8.318274898,2.632769546,4.367612637,1.586206897,1800,2280,69.52290026,20.70819361,17.80626803,6.469480065,6240444,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Rabi       ,Rapeseed &Mustard,600,100,0.166666667,0.368766997,0.770264534,4.367612637,0.166666667,100,1175,69.52290026,20.70819361,17.80626803,6.469480065,1071913,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Rabi       ,Safflower,24600,12900,0.524390244,0.563841009,0.543941794,4.367612637,0.524390244,2200,85,69.52290026,20.70819361,17.80626803,6.469480065,33685662,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Rabi       ,Sunflower,9500,6400,0.673684211,0.617580565,0.944233258,4.367612637,0.673684211,410,180,69.52290026,20.70819361,17.80626803,6.469480065,25619782,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Rabi       ,Wheat,47200,66500,1.408898305,1.369740001,2.092278562,4.367612637,1.408898305,34900,58988,69.52290026,20.70819361,17.80626803,6.469480065,110566234,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Summer     ,Groundnut,800,800,1,1.107158686,1.195073612,4.367612637,1,2000,929.5,69.52290026,20.70819361,17.80626803,6.469480065,14210807,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Summer     ,Maize,300,500,1.666666667,8.318274898,2.632769546,4.367612637,1.666666667,1800,2280,69.52290026,20.70819361,17.80626803,6.469480065,1188656,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Summer     ,Sunflower,300,200,0.666666667,0.617580565,0.944233258,4.367612637,0.666666667,410,180,69.52290026,20.70819361,17.80626803,6.469480065,1538885,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,1999,Whole Year ,Sugarcane,19600,1453000,74.13265306,71.06710838,195.0033975,4.367612637,74.13265306,748050,35918,69.52290026,20.70819361,17.80626803,6.469480065,62627313,0,6,0.1,0,17.9,141.5,133.3,133.4,215.4,119.9,0,0,767.6,6,18,623.6,119.9,20.39,30.75
Maharashtra,AURANGABAD,2000,Kharif     ,Arhar/Tur,52700,13500,0.256166983,0.621297089,0.797442842,4.367612637,0.256166983,9300,878,69.52290026,20.70819361,17.80626803,6.469480065,107604137,0.4,3.8,0.5,0.4,16.3,188.3,157.3,239.5,44.8,30.8,0.7,1.7,684.4,4.2,17.2,629.9,33.2,20.33,30.73
Maharashtra,AURANGABAD,2000,Kharif     ,Bajra,161000,120100,0.745962733,0.668019058,1.173871632,4.367612637,0.745962733,7550,1649,69.52290026,20.70819361,17.80626803,6.469480065,176706000,0.4,3.8,0.5,0.4,16.3,188.3,157.3,239.5,44.8,30.8,0.7,1.7,684.4,4.2,17.2,629.9,33.2,20.33,30.73
Maharashtra,AURANGABAD,2000,Kharif     ,Castor seed,1900,500,0.263157895,0.370805097,0.694474838,4.367612637,0.263157895,100,54,69.52290026,20.70819361,17.80626803,6.469480065,1776877,0.4,3.8,0.5,0.4,16.3,188.3,157.3,239.5,44.8,30.8,0.7,1.7,684.4,4.2,17.2,629.9,33.2,20.33,30.73
Maharashtra,AURANGABAD,2000,Kharif     ,Cotton(lint),132400,55200,0.416918429,6.070833498,2.063290356,4.367612637,0.416918429,86800,3000,69.52290026,20.70819361,17.80626803,6.469480065,302059273,0.4,3.8,0.5,0.4,16.3,188.3,157.3,239.5,44.8,30.8,0.7,1.7,684.4,4.2,17.2,629.9,33.2,20.33,30.73
Maharashtra,AURANGABAD,2000,Kharif     ,Groundnut,12100,5600,0.462809917,1.107158686,1.195073612,4.367612637,0.462809917,2000,929.5,69.52290026,20.70819361,17.80626803,6.469480065,39631229,0.4,3.8,0.5,0.4,16.3,188.3,157.3,239.5,44.8,30.8,0.7,1.7,684.4,4.2,17.2,629.9,33.2,20.33,30.73
Maharashtra,AURANGABAD,2000,Kharif     ,Jowar,27200,24400,0.897058824,0.97931996,1.048582467,4.367612637,0.897058824,28200,2000,69.52290026,20.70819361,17.80626803,6.469480065,187504700,0.4,3.8,0.5,0.4,16.3,188.3,157.3,239.5,44.8,30.8,0.7,1.7,684.4,4.2,17.2,629.9,33.2,20.33,30.73
Maharashtra,AURANGABAD,2000,Kharif     ,Maize,73200,69700,0.952185792,8.318274898,2.632769546,4.367612637,0.952185792,1800,2280,69.52290026,20.70819361,17.80626803,6.469480065,25376945,0.4,3.8,0.5,0.4,16.3,188.3,157.3,239.5,44.8,30.8,0.7,1.7,684.4,4.2,17.2,629.9,33.2,20.33,30.73
Maharashtra,AURANGABAD,2000,Kharif     ,Moong(Green Gram),21400,5300,0.247663551,0.515480638,0.452434518,4.367612637,0.247663551,2700,129.75,69.52290026,20.70819361,17.80626803,6.469480065,70122831,0.4,3.8,0.5,0.4,16.3,188.3,157.3,239.5,44.8,30.8,0.7,1.7,684.4,4.2,17.2,629.9,33.2,20.33,30.73
Maharashtra,AURANGABAD,2000,Kharif     ,Niger seed,700,100,0.142857143,0.305806403,0.385643572,4.367612637,0.142857143,300,156,69.52290026,20.70819361,17.80626803,6.469480065,5958919,0.4,3.8,0.5,0.4,16.3,188.3,157.3,239.5,44.8,30.8,0.7,1.7,684.4,4.2,17.2,629.9,33.2,20.33,30.73
